prospect_id,account_id,campaign_id,campaign_name,marketing_channel,funnel_stage,account_name,company_domain,country,job_title,job_category,seniority_level,function_area,decision_power,opt_in_timestamp,opt_in_date,opt_in_year,opt_in_month,opt_in_month_name,opt_in_weekday_name,opt_in_quarter,opt_in_hour,time_segment,is_business_hours,is_weekend,opt_in_status,opt_out_timestamp,has_opted_out,opt_out_duration_days
0034M0000pX7PrBQAV,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,referral,responded,Bluebird Technologies,bluebirdtech.net,Canada,Business Systems Analyst,practitioner,mid_level,data_analytics,low,2023-11-22 06:11:00,2023-11-22,2023.0,11.0,November,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000vc2A2KQAU,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,advertisement,no_show,Bluebird Technologies,bluebirdtech.net,Canada,Delivery Analyst,practitioner,mid_level,data_analytics,low,2023-07-01 06:11:00,2023-07-01,2023.0,7.0,July,Saturday,3.0,6.0,morning,False,True,yes,,False,
0034M0000qYZr5gQAJ,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-spring_blowout_sale,Spring Blowout Sale,advertisement,registered,Bluebird Technologies,bluebirdtech.net,Canada,Analyst - Application,practitioner,mid_level,data_analytics,low,2023-09-05 06:11:00,2023-09-05,2023.0,9.0,September,Tuesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000Sh9V6FQAV,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-summer_showdown,Summer Showdown,advertisement,registered,Bluebird Technologies,bluebirdtech.net,Canada,"Client Strategy, Ion Analytics Head",practitioner,mid_level,data_analytics,low,2023-10-15 06:11:00,2023-10-15,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000o1vZqdQAJ,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-blooming_spring_discounts,Blooming Spring Discounts,advertisement,responded,Bluebird Technologies,bluebirdtech.net,Canada,Business Intelligence Analyst,practitioner,mid_level,data_analytics,low,2023-02-01 06:11:00,2023-02-01,2023.0,2.0,February,Wednesday,1.0,6.0,morning,False,False,yes,,False,
0034M0000KxTQpAQAX,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,advertisement,no_show,Bluebird Technologies,bluebirdtech.net,Canada,Programming Analyst,practitioner,mid_level,data_analytics,low,2023-02-25 06:11:00,2023-02-25,2023.0,2.0,February,Saturday,1.0,6.0,morning,False,True,yes,,False,
0034M0000hWyX2BQAZ,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,advertisement,responded,Bluebird Technologies,bluebirdtech.net,Canada,"Application, Software Analyst",practitioner,mid_level,data_analytics,low,2023-05-26 06:11:00,2023-05-26,2023.0,5.0,May,Friday,2.0,6.0,morning,False,False,yes,,False,
0034M0000AQuk1lQAD,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,advertisement,no_show,Bluebird Technologies,bluebirdtech.net,Canada,Software Developer & Analyst,practitioner,mid_level,data_analytics,low,2023-04-28 06:11:00,2023-04-28,2023.0,4.0,April,Friday,2.0,6.0,morning,False,False,yes,,False,
0034M0000fjpYulQAI,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-fall_festival_sale,Fall Festival Sale,advertisement,registered,Bluebird Technologies,bluebirdtech.net,Canada,Analytics Engineer,practitioner,mid_level,data_analytics,low,2023-02-17 06:11:00,2023-02-17,2023.0,2.0,February,Friday,1.0,6.0,morning,False,False,yes,,False,
0034M0000eKjsLlQAJ,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,advertisement,no_show,Bluebird Technologies,bluebirdtech.net,Canada,Sales Analyst,practitioner,mid_level,data_analytics,low,2023-01-22 06:11:00,2023-01-22,2023.0,1.0,January,Sunday,1.0,6.0,morning,False,True,yes,,False,
0034M0000pGVfDGQA1,0014M0000bduD7mQAE,FY23-Q3-global-PROD461-march_madness_sale,March Madness Sale,advertisement,responded,Bluebird Technologies,bluebirdtech.net,Canada,Lead Analyst - Business,senior_practitioner,senior,data_analytics,medium,2023-02-25 06:11:00,2023-02-25,2023.0,2.0,February,Saturday,1.0,6.0,morning,False,True,yes,,False,
0034M0000nMWzJsQAJ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-labor_day_special,Labor Day Special,advertisement,registered,Blue Sky Solutions,blueskysolutions.org,Canada,Product Analyst,practitioner,mid_level,data_analytics,low,,,,,,,,,unknown,False,False,,,False,
0034M0000arA00QQQZ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,"Machine Learning, Advanced Analytics Analyst",practitioner,mid_level,data_analytics,low,2023-06-01 06:11:00,2023-06-01,2023.0,6.0,June,Thursday,2.0,6.0,morning,False,False,yes,,False,
0034M0000o2PIwXQAZ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_splash_event,Summer Splash Event,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Senior Business Analyst,senior_practitioner,senior,data_analytics,medium,2023-03-11 06:11:00,2023-03-11,2023.0,3.0,March,Saturday,1.0,6.0,morning,False,True,yes,,False,
0034M0000Wc58XbQAJ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-spring_fling_savings,Spring Fling Savings,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Communications Network Analyst II,practitioner,mid_level,data_analytics,low,2023-04-18 06:11:00,2023-04-18,2023.0,4.0,April,Tuesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000qe1n7kQAI,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,advertisement,attended,Blue Sky Solutions,blueskysolutions.org,Canada,Information Security Analyst,practitioner,mid_level,data_analytics,low,2023-06-01 06:11:00,2023-06-01,2023.0,6.0,June,Thursday,2.0,6.0,morning,False,False,yes,,False,
0034M0000W8tbLXQAZ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_showcase,Summer Showcase,advertisement,responded,Blue Sky Solutions,blueskysolutions.org,Canada,Senior Manager of Data Analytics,decision_maker,manager,data_analytics,medium,2023-07-27 06:11:00,2023-07-27,2023.0,7.0,July,Thursday,3.0,6.0,morning,False,False,yes,,False,
0034M0000p5frCNQAY,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,IT Security Analyst,practitioner,mid_level,data_analytics,low,2023-08-20 06:11:00,2023-08-20,2023.0,8.0,August,Sunday,3.0,6.0,morning,False,True,yes,,False,
0034M0000ZmoJgKQAX,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-fall_fashion_frenzy,Fall Fashion Frenzy,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,"""Manager, Marketing Analytics& Data Governance""",decision_maker,manager,data_analytics,medium,2023-11-08 06:11:00,2023-11-08,2023.0,11.0,November,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000pquWgNQAY,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-back_to_school_sale,Back to School Sale,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Technology Production Support Analyst,practitioner,mid_level,data_analytics,low,2023-11-14 06:11:00,2023-11-14,2023.0,11.0,November,Tuesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000jb3K4GQAZ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-back_to_school_discounts,Back to School Discounts,trade_show,registered,Blue Sky Solutions,blueskysolutions.org,Canada,"Senior Credit Analyst & Senior VP, Apex Credit Partners Llc A Jefferies Subsidiary",executive,vice_president,data_analytics,high,2023-10-11 06:11:00,2023-10-11,2023.0,10.0,October,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000rE2NJTQAZ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,advertisement,attended,Blue Sky Solutions,blueskysolutions.org,Canada,Business Analytics Team Leader,decision_maker,manager,data_analytics,medium,2023-04-22 06:11:00,2023-04-22,2023.0,4.0,April,Saturday,2.0,6.0,morning,False,True,yes,,False,
0034M0000uxChlsQAC,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-back_to_school_discounts,Back to School Discounts,advertisement,registered,Blue Sky Solutions,blueskysolutions.org,Canada,Senior Retail Programs Contract Analyst,senior_practitioner,senior,data_analytics,medium,2023-10-15 06:11:00,2023-10-15,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000qpM50bQAJ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,advertisement,attended,Blue Sky Solutions,blueskysolutions.org,Canada,Programmer Analyst,practitioner,mid_level,data_analytics,low,2023-09-15 06:11:00,2023-09-15,2023.0,9.0,September,Friday,3.0,6.0,morning,False,False,yes,,False,
0034M0000XusjpEQAR,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,IT Security Analyst,practitioner,mid_level,data_analytics,low,2023-07-17 06:11:00,2023-07-17,2023.0,7.0,July,Monday,3.0,6.0,morning,False,False,yes,,False,
0034M0000pC0L2yQAJ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-back_to_school_sale,Back to School Sale,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Analyst - Business,practitioner,mid_level,data_analytics,low,2023-02-23 06:11:00,2023-02-23,2023.0,2.0,February,Thursday,1.0,6.0,morning,False,False,yes,,False,
0034M0000b4hLJqQAM,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-fall_harvest_sale,Fall Harvest Sale,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Systems Analyst,practitioner,mid_level,data_analytics,low,2023-07-19 06:11:00,2023-07-19,2023.0,7.0,July,Wednesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000o1QIaWQAZ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_splash_event,Summer Splash Event,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,IT Analyst,practitioner,mid_level,data_analytics,low,2023-09-05 06:11:00,2023-09-05,2023.0,9.0,September,Tuesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000mUmyxKQAR,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-fall_harvest_sale,Fall Harvest Sale,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Web Analytics Manager,decision_maker,manager,data_analytics,medium,2023-10-17 06:11:00,2023-10-17,2023.0,10.0,October,Tuesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000p5G6CfQAJ,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-summer_splash_event,Summer Splash Event,trade_show,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Network and Data Communications Analyst,practitioner,mid_level,data_analytics,low,2023-06-03 06:11:00,2023-06-03,2023.0,6.0,June,Saturday,2.0,6.0,morning,False,True,yes,,False,
0034M0000ey0rNqQAI,0014M0000C3Gz3EQAT,FY23-Q3-global-PROD461-fall_fashion_frenzy,Fall Fashion Frenzy,advertisement,no_show,Blue Sky Solutions,blueskysolutions.org,Canada,Systems Analyst,practitioner,mid_level,data_analytics,low,2023-06-13 06:11:00,2023-06-13,2023.0,6.0,June,Tuesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000j6tKiZQAY,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-spring_fling_savings,Spring Fling Savings,advertisement,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Reporting Data Analyst,practitioner,mid_level,data_analytics,low,2023-07-21 06:11:00,2023-07-21,2023.0,7.0,July,Friday,3.0,6.0,morning,False,False,yes,,False,
0034M0000p6nULfQAM,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,advertisement,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Business Intelligence Analyst,practitioner,mid_level,data_analytics,low,2023-05-18 06:11:00,2023-05-18,2023.0,5.0,May,Thursday,2.0,6.0,morning,False,False,yes,,False,
0034M0000oM5fQ5QAI,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-back_to_school_discounts,Back to School Discounts,referral,registered,Cygnus Solutions,cygnussolutions.net,United Kingdom,Senior Analyst Programmer,senior_practitioner,senior,data_analytics,medium,2023-03-29 06:11:00,2023-03-29,2023.0,3.0,March,Wednesday,1.0,6.0,morning,False,False,yes,,False,
0034M0000q2F4hwQAJ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-fall_clearance,Fall Clearance,advertisement,attended,Cygnus Solutions,cygnussolutions.net,United Kingdom,"""Director, Analytics & Insights""",executive,c_level,data_analytics,high,2023-10-01 06:11:00,2023-10-01,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000cm95SwQAI,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-halloween_clearance,Halloween Clearance,trade_show,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Allocation Analyst,practitioner,mid_level,data_analytics,low,2023-05-26 06:11:00,2023-05-26,2023.0,5.0,May,Friday,2.0,6.0,morning,False,False,yes,,False,
0034M0000rVlVhFQAZ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-back_to_school_sale,Back to School Sale,advertisement,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,HR Solutions Analyst,practitioner,mid_level,data_analytics,low,2023-11-30 06:11:00,2023-11-30,2023.0,11.0,November,Thursday,4.0,6.0,morning,False,False,yes,,False,
0034M0000DHNfgWQAT,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-summer_showcase,Summer Showcase,advertisement,responded,Cygnus Solutions,cygnussolutions.net,United Kingdom,Vmo Analyst & Contract Liaison,practitioner,mid_level,data_analytics,low,2023-09-25 06:11:00,2023-09-25,2023.0,9.0,September,Monday,3.0,6.0,morning,False,False,yes,,False,
0034M0000p5kSPDQAY,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-summer_blowout_sale,Summer Blowout Sale,trade_show,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,"Managing Director, Investor & Digital Data, Analytics & Insights",executive,c_level,data_analytics,high,2023-08-08 06:11:00,2023-08-08,2023.0,8.0,August,Tuesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000We98LPQAZ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-summer_showcase,Summer Showcase,trade_show,attended,Cygnus Solutions,cygnussolutions.net,United Kingdom,Data Analyst,practitioner,mid_level,data_analytics,low,2023-07-31 06:11:00,2023-07-31,2023.0,7.0,July,Monday,3.0,6.0,morning,False,False,yes,,False,
0034M0000rPc4dOQAZ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,advertisement,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Senior Programmer & Analyst,senior_practitioner,senior,data_analytics,medium,2023-08-28 06:11:00,2023-08-28,2023.0,8.0,August,Monday,3.0,6.0,morning,False,False,yes,,False,
0034M0000x62aYXQAY,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-fall_fashion_frenzy,Fall Fashion Frenzy,advertisement,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Advance Analytics Canadian Division,practitioner,mid_level,data_analytics,low,2023-06-03 06:11:00,2023-06-03,2023.0,6.0,June,Saturday,2.0,6.0,morning,False,True,yes,,False,
0034M0000qcYmUxQAJ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,advertisement,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Senior Data Analyst,senior_practitioner,senior,data_analytics,medium,2023-02-19 06:11:00,2023-02-19,2023.0,2.0,February,Sunday,1.0,6.0,morning,False,True,yes,,False,
0034M0000xI4wKkQAJ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,advertisement,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Sr Business Data Analyst,senior_practitioner,senior,data_analytics,medium,2023-04-22 06:11:00,2023-04-22,2023.0,4.0,April,Saturday,2.0,6.0,morning,False,True,yes,,False,
0034M0000p8j3sMQAQ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-labor_day_special,Labor Day Special,advertisement,registered,Cygnus Solutions,cygnussolutions.net,United Kingdom,Solution Architect Data Analytics Lead,practitioner,mid_level,data_analytics,low,2023-04-24 06:11:00,2023-04-24,2023.0,4.0,April,Monday,2.0,6.0,morning,False,False,yes,,False,
0034M0000dC5NFvQAM,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-fall_harvest_sale,Fall Harvest Sale,trade_show,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Analyst - Business,practitioner,mid_level,data_analytics,low,2023-04-16 06:11:00,2023-04-16,2023.0,4.0,April,Sunday,2.0,6.0,morning,False,True,yes,,False,
0034M0000r1N1MsQAJ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-fall_clearance,Fall Clearance,advertisement,attended,Cygnus Solutions,cygnussolutions.net,United Kingdom,Information Analyst,practitioner,mid_level,data_analytics,low,2023-10-15 06:11:00,2023-10-15,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000rJYrVAQA3,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-back_to_school_discounts,Back to School Discounts,advertisement,registered,Cygnus Solutions,cygnussolutions.net,United Kingdom,Senior Software Quality Assurance Analyst,senior_practitioner,senior,data_analytics,medium,2023-10-27 06:11:00,2023-10-27,2023.0,10.0,October,Friday,4.0,6.0,morning,False,False,yes,,False,
0034M0000ptvRftQAJ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-labor_day_special,Labor Day Special,advertisement,registered,Cygnus Solutions,cygnussolutions.net,United Kingdom,IT Senior Business Analyst,senior_practitioner,senior,data_analytics,medium,2023-07-31 06:11:00,2023-07-31,2023.0,7.0,July,Monday,3.0,6.0,morning,False,False,yes,,False,
0034M0000rcY43JQAZ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-fall_fashion_frenzy,Fall Fashion Frenzy,trade_show,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,"Senior Business Analyst & Project Manager, Information Technology",decision_maker,manager,data_analytics,medium,2023-09-05 06:11:00,2023-09-05,2023.0,9.0,September,Tuesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000pR0S6eQAJ,0014M0000PHi1oQAD,FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,referral,no_show,Cygnus Solutions,cygnussolutions.net,United Kingdom,Information Systems Corporate 2 Functional Analyst,practitioner,mid_level,data_analytics,low,2023-05-08 06:11:00,2023-05-08,2023.0,5.0,May,Monday,2.0,6.0,morning,False,False,yes,,False,
0034M0000Y2TS7XQAX,0014M0000HCVQJZQA1,FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,advertisement,registered,Cygnus Solutions,cygnussolutions.org,Spain,Chief Data / Analytics / AI Officer,executive,c_level,data_analytics,high,2023-01-22 06:11:00,2023-01-22,2023.0,1.0,January,Sunday,1.0,6.0,morning,False,True,yes,,False,
0034M0000qx3XmMQAU,0014M0000HCVQJZQA2,FY23-Q3-global-PROD461-halloween_special,Halloween Special,referral,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Content Data Analyst,practitioner,mid_level,data_analytics,low,2023-02-23 06:11:00,2023-02-23,2023.0,2.0,February,Thursday,1.0,6.0,morning,False,False,yes,,False,
0034M0000jFDfIKQA1,0014M0000HCVQJZQA3,FY23-Q3-global-PROD461-spring_flower_sale,Spring Flower Sale,advertisement,responded,Cygnus Solutions,cygnussolutions.org,Spain,Senior Systems Analyst,senior_practitioner,senior,data_analytics,medium,2023-06-13 06:11:00,2023-06-13,2023.0,6.0,June,Tuesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000qVrrHWQAZ,0014M0000HCVQJZQA4,FY23-Q3-global-PROD461-halloween_special,Halloween Special,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,"Senior Director, Strategic Marketplace Analytics",executive,c_level,data_analytics,high,2023-08-10 06:11:00,2023-08-10,2023.0,8.0,August,Thursday,3.0,6.0,morning,False,False,yes,,False,
0034M0000ZIxLpxQAF,0014M0000HCVQJZQA5,FY23-Q3-global-PROD461-winter_clearance,Winter Clearance,advertisement,registered,Cygnus Solutions,cygnussolutions.org,Spain,Security Analyst IV,practitioner,mid_level,data_analytics,low,2023-07-07 06:11:00,2023-07-07,2023.0,7.0,July,Friday,3.0,6.0,morning,False,False,yes,,False,
0034M0000qp21FiQAI,0014M0000HCVQJZQA6,FY23-Q3-global-PROD461-labor_day_special,Labor Day Special,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Data Analyst,practitioner,mid_level,data_analytics,low,2023-07-01 06:11:00,2023-07-01,2023.0,7.0,July,Saturday,3.0,6.0,morning,False,True,yes,,False,
0034M0000n1RpDZQAZ,0014M0000HCVQJZQA7,FY23-Q3-global-PROD461-halloween_haunt,Halloween Haunt,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,"""Vice President, Analytics""",executive,c_level,data_analytics,high,2023-09-29 06:11:00,2023-09-29,2023.0,9.0,September,Friday,3.0,6.0,morning,False,False,yes,,False,
0034M0000pN4UMYQA1,0014M0000HCVQJZQA8,FY23-Q3-global-PROD461-halloween_bash,Halloween Bash,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Infrastructure Analyst,practitioner,mid_level,data_analytics,low,2023-02-19 06:11:00,2023-02-19,2023.0,2.0,February,Sunday,1.0,6.0,morning,False,True,yes,,False,
0034M0000qG9GrsQAF,0014M0000HCVQJZQA9,FY23-Q3-global-PROD461-back_to_school_discounts,Back to School Discounts,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Senior Technical Analyst,senior_practitioner,senior,data_analytics,medium,2023-11-18 06:11:00,2023-11-18,2023.0,11.0,November,Saturday,4.0,6.0,morning,False,True,yes,,False,
0034M0000qefp4LQAY,0014M0000HCVQJZQA10,FY23-Q3-global-PROD461-halloween_savings_bash,Halloween Savings Bash,trade_show,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Senior IT Programmer Analyst,senior_practitioner,senior,data_analytics,medium,2023-08-20 06:11:00,2023-08-20,2023.0,8.0,August,Sunday,3.0,6.0,morning,False,True,yes,,False,
0034M0000tjLyQ0QAI,0014M0000HCVQJZQA11,FY23-Q3-global-PROD461-fall_fever_special,Fall Fever Special,advertisement,attended,Cygnus Solutions,cygnussolutions.org,Spain,Senior Manager - Strategic Finance & Analytics (Series E - Exit),decision_maker,manager,data_analytics,medium,2023-07-19 06:11:00,2023-07-19,2023.0,7.0,July,Wednesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000kzbpVoQAI,0014M0000HCVQJZQA12,FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,advertisement,attended,Cygnus Solutions,cygnussolutions.org,Spain,system analyst,practitioner,mid_level,data_analytics,low,2023-05-26 06:11:00,2023-05-26,2023.0,5.0,May,Friday,2.0,6.0,morning,False,False,yes,,False,
0034M0000nFTNe7QAL,0014M0000HCVQJZQA13,FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,advertisement,registered,Cygnus Solutions,cygnussolutions.org,Spain,Lead Analyst - Business,senior_practitioner,senior,data_analytics,medium,2023-10-11 06:11:00,2023-10-11,2023.0,10.0,October,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000pY9mAnQAJ,0014M0000HCVQJZQA14,FY23-Q3-global-PROD461-spring_break_sale,Spring Break Sale,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,"Analyst, Data Science",practitioner,mid_level,data_analytics,low,2023-03-27 06:11:00,2023-03-27,2023.0,3.0,March,Monday,1.0,6.0,morning,False,False,yes,,False,
0034M0000n7rRfDQAV,0014M0000HCVQJZQA15,FY23-Q3-global-PROD461-winter_wonderland,Winter Wonderland,advertisement,responded,Cygnus Solutions,cygnussolutions.org,Spain,Senior Computer Operations Analyst,senior_practitioner,senior,data_analytics,medium,2023-07-09 06:11:00,2023-07-09,2023.0,7.0,July,Sunday,3.0,6.0,morning,False,True,yes,,False,
0034M0000pT3QriQAJ,0014M0000HCVQJZQA16,FY23-Q3-global-PROD461-halloween_special,Halloween Special,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Yield Analytics & Machine Learning Engineer,practitioner,mid_level,data_analytics,low,2023-05-18 06:11:00,2023-05-18,2023.0,5.0,May,Thursday,2.0,6.0,morning,False,False,yes,,False,
0034M0000jDSmAwQAJ,0014M0000HCVQJZQA17,FY23-Q3-global-PROD461-labor_day_blowout,Labor Day Blowout,trade_show,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Associate Software Support Analyst,practitioner,junior,data_analytics,low,2023-04-24 06:11:00,2023-04-24,2023.0,4.0,April,Monday,2.0,6.0,morning,False,False,yes,,False,
0034M0000o7mdG7QAI,0014M0000HCVQJZQA18,FY23-Q3-global-PROD461-halloween_bash,Halloween Bash,trade_show,no_show,Cygnus Solutions,cygnussolutions.org,Spain,Data Analytics Sr,practitioner,mid_level,data_analytics,low,,,,,,,,,unknown,False,False,,,False,
0034M0000e1qjlIQAZ,0014M0000HCVQJZQA19,FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,advertisement,no_show,Cygnus Solutions,cygnussolutions.org,Spain,"""Vice President, Financial Planning & Analysis""",executive,c_level,data_analytics,high,2023-11-02 06:11:00,2023-11-02,2023.0,11.0,November,Thursday,4.0,6.0,morning,False,False,yes,,False,
0034M0000oIPfnzQAH,0014M0000HCVQJZQA20,FY23-Q3-global-PROD461-annual_year_end_clearance,Annual Year End Clearance,advertisement,registered,Cygnus Solutions,cygnussolutions.org,Spain,Senior Vice President - Data Analytics & Insights Services,executive,c_level,data_analytics,high,2023-03-29 06:11:00,2023-03-29,2023.0,3.0,March,Wednesday,1.0,6.0,morning,False,False,yes,,False,
0034M0000rBBwGfQAL,0014M0000Mi6XelQAF,FY23-Q3-global-PROD461-halloween_haunt,Halloween Haunt,advertisement,no_show,Eclipse Technologies,eclipsetechnologies.biz,United States,"Director, Analytical Operations",executive,c_level,operations,high,2023-04-24 06:11:00,2023-04-24,2023.0,4.0,April,Monday,2.0,6.0,morning,False,False,yes,,False,
0034M0000R0MSLcQAN,0014M0000Mi6XelQAF,FY23-Q3-global-PROD461-cyber_monday_blowout,Cyber Monday Blowout,advertisement,no_show,Eclipse Technologies,eclipsetechnologies.biz,United States,IT Analyst,practitioner,mid_level,data_analytics,low,2023-05-26 06:11:00,2023-05-26,2023.0,5.0,May,Friday,2.0,6.0,morning,False,False,yes,,False,
0034M0000mJDDrFQAX,0014M0000Mi6XelQAF,FY23-Q3-global-PROD461-winter_wonderland,Winter Wonderland,advertisement,no_show,Eclipse Technologies,eclipsetechnologies.biz,United States,Its Information Security Analyst,practitioner,mid_level,data_analytics,low,2023-11-30 06:11:00,2023-11-30,2023.0,11.0,November,Thursday,4.0,6.0,morning,False,False,yes,,False,
